"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"2260",2,2,3,3,2,0,-1,-1,-1,-1,3
"2261",2,3,3,2,3,-1,-1,-1,-1,-1,1
"2262",3,3,2,3,1,-1,-1,-1,-1,-1,2
"2263",3,2,3,1,2,-1,-1,-1,-1,0,3
"2264",2,3,1,2,3,-1,-1,-1,0,0,1
"2265",3,1,2,3,1,-1,-1,0,0,1,2
"2266",1,2,3,1,2,-1,0,0,1,0,3
"2267",2,3,1,2,3,0,0,1,0,0,1
"2268",3,1,2,3,1,0,1,0,0,1,2
"2269",1,2,3,1,2,1,0,0,1,0,3
"2270",2,3,1,2,3,0,0,1,0,0,1
"2271",3,1,2,3,1,0,1,0,0,1,2
"2272",1,2,3,1,2,1,0,0,1,0,3
"2273",2,3,1,2,3,0,0,1,0,0,3
"2274",3,1,2,3,3,0,1,0,0,0,2
"2275",1,2,3,3,2,1,0,0,0,0,1
"2276",2,3,3,2,1,0,0,0,0,0,3
"2277",3,3,2,1,3,0,0,0,0,1,2
"2278",3,2,1,3,2,0,0,0,1,-1,1
"2279",2,1,3,2,1,0,0,1,-1,0,3
"2280",1,3,2,1,3,0,1,-1,0,1,2
"2281",3,2,1,3,2,1,-1,0,1,-1,3
"2282",2,1,3,2,3,-1,0,1,-1,0,3
"2283",1,3,2,3,3,0,1,-1,0,1,3
"2284",3,2,3,3,3,1,-1,0,1,-1,3
"2285",2,3,3,3,3,-1,0,1,-1,1,1
"2286",3,3,3,3,1,0,1,-1,1,0,1
"2287",3,3,3,1,1,1,-1,1,0,-1,1
"2288",3,3,1,1,1,-1,1,0,-1,-1,1
"2289",3,1,1,1,1,1,0,-1,-1,-1,2
"2290",1,1,1,1,2,0,-1,-1,-1,0,1
"2291",1,1,1,2,1,-1,-1,-1,0,1,3
"2292",1,1,2,1,3,-1,-1,0,1,1,2
"2293",1,2,1,3,2,-1,0,1,1,-1,3
"2294",2,1,3,2,3,0,1,1,-1,0,3
"2295",1,3,2,3,3,1,1,-1,0,1,3
"2296",3,2,3,3,3,1,-1,0,1,-1,2
"2297",2,3,3,3,2,-1,0,1,-1,0,3
"2298",3,3,3,2,3,0,1,-1,0,-1,3
"2299",3,3,2,3,3,1,-1,0,-1,1,2
"2300",3,2,3,3,2,-1,0,-1,1,0,3
"2301",2,3,3,2,3,0,-1,1,0,0,1
"2302",3,3,2,3,1,-1,1,0,0,-1,2
"2303",3,2,3,1,2,1,0,0,-1,0,2
"2304",2,3,1,2,2,0,0,-1,0,-1,2
"2305",3,1,2,2,2,0,-1,0,-1,1,3
"2306",1,2,2,2,3,-1,0,-1,1,0,1
"2307",2,2,2,3,1,0,-1,1,0,-1,2
"2308",2,2,3,1,2,-1,1,0,-1,0,3
"2309",2,3,1,2,3,1,0,-1,0,-1,2
"2310",3,1,2,3,2,0,-1,0,-1,1,3
"2311",1,2,3,2,3,-1,0,-1,1,0,2
"2312",2,3,2,3,2,0,-1,1,0,-1,3
"2313",3,2,3,2,3,-1,1,0,-1,-1,3
"2314",2,3,2,3,3,1,0,-1,-1,1,3
"2315",3,2,3,3,3,0,-1,-1,1,-1,3
"2316",2,3,3,3,3,-1,-1,1,-1,1,3
"2317",3,3,3,3,3,-1,1,-1,1,-1,3
"2318",3,3,3,3,3,1,-1,1,-1,-1,2
"2319",3,3,3,3,2,-1,1,-1,-1,0,3
"2320",3,3,3,2,3,1,-1,-1,0,0,1
"2321",3,3,2,3,1,-1,-1,0,0,-1,2
"2322",3,2,3,1,2,-1,0,0,-1,-1,2
"2323",2,3,1,2,2,0,0,-1,-1,-1,2
"2324",3,1,2,2,2,0,-1,-1,-1,1,2
"2325",1,2,2,2,2,-1,-1,-1,1,-1,2
"2326",2,2,2,2,2,-1,-1,1,-1,-1,3
"2327",2,2,2,2,3,-1,1,-1,-1,-1,3
"2328",2,2,2,3,3,1,-1,-1,-1,1,2
"2329",2,2,3,3,2,-1,-1,-1,1,1,3
"2330",2,3,3,2,3,-1,-1,1,1,-1,1
"2331",3,3,2,3,1,-1,1,1,-1,0,2
"2332",3,2,3,1,2,1,1,-1,0,0,2
"2333",2,3,1,2,2,1,-1,0,0,0,2
"2334",3,1,2,2,2,-1,0,0,0,-1,3
"2335",1,2,2,2,3,0,0,0,-1,0,2
"2336",2,2,2,3,2,0,0,-1,0,1,1
"2337",2,2,3,2,1,0,-1,0,1,0,3
"2338",2,3,2,1,3,-1,0,1,0,1,2
"2339",3,2,1,3,2,0,1,0,1,-1,3
"2340",2,1,3,2,3,1,0,1,-1,-1,1
"2341",1,3,2,3,1,0,1,-1,-1,-1,2
"2342",3,2,3,1,2,1,-1,-1,-1,0,2
"2343",2,3,1,2,2,-1,-1,-1,0,-1,2
"2344",3,1,2,2,2,-1,-1,0,-1,1,2
"2345",1,2,2,2,2,-1,0,-1,1,-1,3
"2346",2,2,2,2,3,0,-1,1,-1,0,2
"2347",2,2,2,3,2,-1,1,-1,0,1,3
"2348",2,2,3,2,3,1,-1,0,1,-1,1
"2349",2,3,2,3,1,-1,0,1,-1,-1,2
"2350",3,2,3,1,2,0,1,-1,-1,1,2
"2351",2,3,1,2,2,1,-1,-1,1,0,3
"2352",3,1,2,2,3,-1,-1,1,0,0,2
"2353",1,2,2,3,2,-1,1,0,0,0,3
"2354",2,2,3,2,3,1,0,0,0,-1,2
"2355",2,3,2,3,2,0,0,0,-1,0,3
"2356",3,2,3,2,3,0,0,-1,0,-1,1
"2357",2,3,2,3,1,0,-1,0,-1,-1,2
"2358",3,2,3,1,2,-1,0,-1,-1,0,3
"2359",2,3,1,2,3,0,-1,-1,0,0,1
"2360",3,1,2,3,1,-1,-1,0,0,1,2
"2361",1,2,3,1,2,-1,0,0,1,0,3
"2362",2,3,1,2,3,0,0,1,0,0,1
"2363",3,1,2,3,1,0,1,0,0,1,2
"2364",1,2,3,1,2,1,0,0,1,0,3
"2365",2,3,1,2,3,0,0,1,0,0,1
"2366",3,1,2,3,1,0,1,0,0,1,2
"2367",1,2,3,1,2,1,0,0,1,0,3
"2368",2,3,1,2,3,0,0,1,0,0,1
"2369",3,1,2,3,1,0,1,0,0,1,2
"2370",1,2,3,1,2,1,0,0,1,0,3
"2371",2,3,1,2,3,0,0,1,0,0,3
"2372",3,1,2,3,3,0,1,0,0,0,2
"2373",1,2,3,3,2,1,0,0,0,0,3
"2374",2,3,3,2,3,0,0,0,0,-1,3
"2375",3,3,2,3,3,0,0,0,-1,0,3
"2376",3,2,3,3,3,0,0,-1,0,0,2
"2377",2,3,3,3,2,0,-1,0,0,-1,3
"2378",3,3,3,2,3,-1,0,0,-1,0,3
"2379",3,3,2,3,3,0,0,-1,0,0,2
"2380",3,2,3,3,2,0,-1,0,0,-1,3
"2381",2,3,3,2,3,-1,0,0,-1,0,1
"2382",3,3,2,3,1,0,0,-1,0,-1,2
"2383",3,2,3,1,2,0,-1,0,-1,0,2
"2384",2,3,1,2,2,-1,0,-1,0,-1,2
"2385",3,1,2,2,2,0,-1,0,-1,1,2
"2386",1,2,2,2,2,-1,0,-1,1,-1,2
"2387",2,2,2,2,2,0,-1,1,-1,-1,2
"2388",2,2,2,2,2,-1,1,-1,-1,1,2
"2389",2,2,2,2,2,1,-1,-1,1,-1,2
"2390",2,2,2,2,2,-1,-1,1,-1,-1,2
"2391",2,2,2,2,2,-1,1,-1,-1,1,3
"2392",2,2,2,2,3,1,-1,-1,1,0,3
"2393",2,2,2,3,3,-1,-1,1,0,1,3
"2394",2,2,3,3,3,-1,1,0,1,-1,3
"2395",2,3,3,3,3,1,0,1,-1,-1,3
"2396",3,3,3,3,3,0,1,-1,-1,1,3
"2397",3,3,3,3,3,1,-1,-1,1,-1,1
"2398",3,3,3,3,1,-1,-1,1,-1,0,1
"2399",3,3,3,1,1,-1,1,-1,0,-1,1
"2400",3,3,1,1,1,1,-1,0,-1,-1,1
"2401",3,1,1,1,1,-1,0,-1,-1,1,2
"2402",1,1,1,1,2,0,-1,-1,1,0,2
"2403",1,1,1,2,2,-1,-1,1,0,-1,2
"2404",1,1,2,2,2,-1,1,0,-1,1,2
"2405",1,2,2,2,2,1,0,-1,1,-1,3
"2406",2,2,2,2,3,0,-1,1,-1,0,3
"2407",2,2,2,3,3,-1,1,-1,0,-1,3
"2408",2,2,3,3,3,1,-1,0,-1,-1,3
"2409",2,3,3,3,3,-1,0,-1,-1,1,3
"2410",3,3,3,3,3,0,-1,-1,1,-1,1
"2411",3,3,3,3,1,-1,-1,1,-1,0,2
"2412",3,3,3,1,2,-1,1,-1,0,0,3
"2413",3,3,1,2,3,1,-1,0,0,0,1
"2414",3,1,2,3,1,-1,0,0,0,1,2
"2415",1,2,3,1,2,0,0,0,1,0,1
"2416",2,3,1,2,1,0,0,1,0,1,3
"2417",3,1,2,1,3,0,1,0,1,1,3
"2418",1,2,1,3,3,1,0,1,1,1,3
"2419",2,1,3,3,3,0,1,1,1,-1,3
"2420",1,3,3,3,3,1,1,1,-1,-1,3
"2421",3,3,3,3,3,1,1,-1,-1,-1,3
"2422",3,3,3,3,3,1,-1,-1,-1,1,3
"2423",3,3,3,3,3,-1,-1,-1,1,-1,2
"2424",3,3,3,3,2,-1,-1,1,-1,1,3
"2425",3,3,3,2,3,-1,1,-1,1,0,1
"2426",3,3,2,3,1,1,-1,1,0,-1,2
"2427",3,2,3,1,2,-1,1,0,-1,0,2
"2428",2,3,1,2,2,1,0,-1,0,-1,3
"2429",3,1,2,2,3,0,-1,0,-1,-1,2
"2430",1,2,2,3,2,-1,0,-1,-1,0,3
"2431",2,2,3,2,3,0,-1,-1,0,0,2
"2432",2,3,2,3,2,-1,-1,0,0,1,3
"2433",3,2,3,2,3,-1,0,0,1,-1,2
"2434",2,3,2,3,2,0,0,1,-1,0,3
"2435",3,2,3,2,3,0,1,-1,0,-1,1
"2436",2,3,2,3,1,1,-1,0,-1,-1,2
"2437",3,2,3,1,2,-1,0,-1,-1,0,2
"2438",2,3,1,2,2,0,-1,-1,0,-1,2
"2439",3,1,2,2,2,-1,-1,0,-1,1,2
"2440",1,2,2,2,2,-1,0,-1,1,-1,3
"2441",2,2,2,2,3,0,-1,1,-1,0,3
"2442",2,2,2,3,3,-1,1,-1,0,-1,3
"2443",2,2,3,3,3,1,-1,0,-1,-1,3
"2444",2,3,3,3,3,-1,0,-1,-1,1,3
"2445",3,3,3,3,3,0,-1,-1,1,-1,3
"2446",3,3,3,3,3,-1,-1,1,-1,-1,2
"2447",3,3,3,3,2,-1,1,-1,-1,1,3
"2448",3,3,3,2,3,1,-1,-1,1,0,3
"2449",3,3,2,3,3,-1,-1,1,0,1,1
"2450",3,2,3,3,1,-1,1,0,1,0,2
"2451",2,3,3,1,2,1,0,1,0,0,2
"2452",3,3,1,2,2,0,1,0,0,-1,2
"2453",3,1,2,2,2,1,0,0,-1,1,2
"2454",1,2,2,2,2,0,0,-1,1,-1,1
"2455",2,2,2,2,1,0,-1,1,-1,1,3
"2456",2,2,2,1,3,-1,1,-1,1,1,2
"2457",2,2,1,3,2,1,-1,1,1,0,1
"2458",2,1,3,2,1,-1,1,1,0,0,3
"2459",1,3,2,1,3,1,1,0,0,1,2
"2460",3,2,1,3,2,1,0,0,1,-1,1
"2461",2,1,3,2,1,0,0,1,-1,1,3
"2462",1,3,2,1,3,0,1,-1,1,1,1
"2463",3,2,1,3,1,1,-1,1,1,1,2
"2464",2,1,3,1,2,-1,1,1,1,0,2
"2465",1,3,1,2,2,1,1,1,0,0,2
"2466",3,1,2,2,2,1,1,0,0,0,3
"2467",1,2,2,2,3,1,0,0,0,1,2
"2468",2,2,2,3,2,0,0,0,1,1,2
"2469",2,2,3,2,2,0,0,1,1,1,3
"2470",2,3,2,2,3,0,1,1,1,0,1
"2471",3,2,2,3,1,1,1,1,0,-1,2
"2472",2,2,3,1,2,1,1,0,-1,0,2
"2473",2,3,1,2,2,1,0,-1,0,1,3
"2474",3,1,2,2,3,0,-1,0,1,0,2
"2475",1,2,2,3,2,-1,0,1,0,0,1
"2476",2,2,3,2,1,0,1,0,0,1,2
"2477",2,3,2,1,2,1,0,0,1,0,2
"2478",3,2,1,2,2,0,0,1,0,-1,3
"2479",2,1,2,2,3,0,1,0,-1,-1,3
"2480",1,2,2,3,3,1,0,-1,-1,-1,3
"2481",2,2,3,3,3,0,-1,-1,-1,0,2
"2482",2,3,3,3,2,-1,-1,-1,0,0,2
"2483",3,3,3,2,2,-1,-1,0,0,1,3
"2484",3,3,2,2,3,-1,0,0,1,0,1
"2485",3,2,2,3,1,0,0,1,0,1,2
"2486",2,2,3,1,2,0,1,0,1,0,3
"2487",2,3,1,2,3,1,0,1,0,-1,2
"2488",3,1,2,3,2,0,1,0,-1,0,3
"2489",1,2,3,2,3,1,0,-1,0,-1,1
"2490",2,3,2,3,1,0,-1,0,-1,-1,2
"2491",3,2,3,1,2,-1,0,-1,-1,0,3
"2492",2,3,1,2,3,0,-1,-1,0,0,1
"2493",3,1,2,3,1,-1,-1,0,0,1,2
"2494",1,2,3,1,2,-1,0,0,1,0,3
"2495",2,3,1,2,3,0,0,1,0,0,2
"2496",3,1,2,3,2,0,1,0,0,-1,3
"2497",1,2,3,2,3,1,0,0,-1,-1,1
"2498",2,3,2,3,1,0,0,-1,-1,-1,2
"2499",3,2,3,1,2,0,-1,-1,-1,0,3
"2500",2,3,1,2,3,-1,-1,-1,0,0,1
"2501",2,2,1,2,2,1,0,-1,0,1,2
"2502",2,1,2,2,2,0,-1,0,1,1,2
"2503",1,2,2,2,2,-1,0,1,1,-1,1
"2504",2,2,2,2,1,0,1,1,-1,1,1
"2505",2,2,2,1,1,1,1,-1,1,-1,3
"2506",2,2,1,1,3,1,-1,1,-1,1,3
"2507",2,1,1,3,3,-1,1,-1,1,0,2
"2508",1,1,3,3,2,1,-1,1,0,-1,3
"2509",1,3,3,2,3,-1,1,0,-1,-1,1
"2510",3,3,2,3,1,1,0,-1,-1,0,3
"2511",3,2,3,1,3,0,-1,-1,0,0,2
"2512",2,3,1,3,2,-1,-1,0,0,-1,1
"2513",3,1,3,2,1,-1,0,0,-1,0,3
"2514",1,3,2,1,3,0,0,-1,0,1,3
"2515",3,2,1,3,3,0,-1,0,1,0,1
"2516",2,1,3,3,1,-1,0,1,0,0,3
"2517",1,3,3,1,3,0,1,0,0,0,2
"2518",3,3,1,3,2,1,0,0,0,-1,3
"2519",3,1,3,2,3,0,0,0,-1,-1,3
"2520",1,3,2,3,3,0,0,-1,-1,0,1
"2521",3,2,3,3,1,0,-1,-1,0,0,1
"2522",2,3,3,1,1,-1,-1,0,0,1,2
"2523",3,3,1,1,2,-1,0,0,1,0,3
"2524",3,1,1,2,3,0,0,1,0,0,2
"2525",1,1,2,3,2,0,1,0,0,-1,3
"2526",1,2,3,2,3,1,0,0,-1,-1,1
"2527",2,3,2,3,1,0,0,-1,-1,0,2
"2528",3,2,3,1,2,0,-1,-1,0,-1,1
"2529",2,3,1,2,1,-1,-1,0,-1,1,3
"2530",3,1,2,1,3,-1,0,-1,1,1,2
"2531",1,2,1,3,2,0,-1,1,1,-1,1
"2532",2,1,3,2,1,-1,1,1,-1,0,3
"2533",1,3,2,1,3,1,1,-1,0,1,3
"2534",3,2,1,3,3,1,-1,0,1,0,3
"2535",2,1,3,3,3,-1,0,1,0,-1,3
"2536",1,3,3,3,3,0,1,0,-1,-1,2
"2537",3,3,3,3,2,1,0,-1,-1,1,3
"2538",3,3,3,2,3,0,-1,-1,1,0,1
"2539",3,3,2,3,1,-1,-1,1,0,-1,1
"2540",3,2,3,1,1,-1,1,0,-1,1,1
"2541",2,3,1,1,1,1,0,-1,1,-1,2
"2542",3,1,1,1,2,0,-1,1,-1,0,2
"2543",1,1,1,2,2,-1,1,-1,0,-1,2
"2544",1,1,2,2,2,1,-1,0,-1,1,2
"2545",1,2,2,2,2,-1,0,-1,1,1,2
"2546",2,2,2,2,2,0,-1,1,1,-1,3
"2547",2,2,2,2,3,-1,1,1,-1,-1,1
"2548",2,2,2,3,1,1,1,-1,-1,0,1
"2549",2,2,3,1,1,1,-1,-1,0,-1,1
"2550",2,3,1,1,1,-1,-1,0,-1,-1,2
"2551",3,1,1,1,2,-1,0,-1,-1,0,3
"2552",1,1,1,2,3,0,-1,-1,0,0,1
"2553",1,1,2,3,1,-1,-1,0,0,1,2
"2554",1,2,3,1,2,-1,0,0,1,0,3
"2555",2,3,1,2,3,0,0,1,0,0,1
"2556",3,1,2,3,1,0,1,0,0,1,1
"2557",1,2,3,1,1,1,0,0,1,1,1
"2558",2,3,1,1,1,0,0,1,1,-1,3
"2559",3,1,1,1,3,0,1,1,-1,1,2
"2560",1,1,1,3,2,1,1,-1,1,0,3
"2561",1,1,3,2,3,1,-1,1,0,-1,3
"2562",1,3,2,3,3,-1,1,0,-1,-1,3
"2563",3,2,3,3,3,1,0,-1,-1,0,2
"2564",2,3,3,3,2,0,-1,-1,0,1,3
"2565",3,3,3,2,3,-1,-1,0,1,0,1
"2566",3,3,2,3,1,-1,0,1,0,-1,2
"2567",3,2,3,1,2,0,1,0,-1,-1,3
"2568",2,3,1,2,3,1,0,-1,-1,0,1
"2569",3,1,2,3,1,0,-1,-1,0,-1,2
"2570",1,2,3,1,2,-1,-1,0,-1,-1,2
"2571",2,3,1,2,2,-1,0,-1,-1,-1,2
"2572",3,1,2,2,2,0,-1,-1,-1,1,3
"2573",1,2,2,2,3,-1,-1,-1,1,0,3
"2574",2,2,2,3,3,-1,-1,1,0,-1,3
"2575",2,2,3,3,3,-1,1,0,-1,-1,1
"2576",2,3,3,3,1,1,0,-1,-1,1,2
"2577",3,3,3,1,2,0,-1,-1,1,-1,3
"2578",3,3,1,2,3,-1,-1,1,-1,0,2
"2579",3,1,2,3,2,-1,1,-1,0,0,3
"2580",1,2,3,2,3,1,-1,0,0,0,3
"2581",2,3,2,3,3,-1,0,0,0,-1,2
"2582",3,2,3,3,2,0,0,0,-1,1,3
"2583",2,3,3,2,3,0,0,-1,1,-1,1
"2584",3,3,2,3,1,0,-1,1,-1,0,2
"2585",3,2,3,1,2,-1,1,-1,0,0,3
"2586",2,3,1,2,3,1,-1,0,0,0,1
"2587",3,1,2,3,1,-1,0,0,0,-1,2
"2588",1,2,3,1,2,0,0,0,-1,-1,1
"2589",2,3,1,2,1,0,0,-1,-1,1,3
"2590",3,1,2,1,3,0,-1,-1,1,1,2
"2591",1,2,1,3,2,-1,-1,1,1,-1,3
"2592",2,1,3,2,3,-1,1,1,-1,-1,1
"2593",1,3,2,3,1,1,1,-1,-1,0,2
"2594",3,2,3,1,2,1,-1,-1,0,0,3
"2595",2,3,1,2,3,-1,-1,0,0,0,2
"2596",3,1,2,3,2,-1,0,0,0,-1,3
"2597",1,2,3,2,3,0,0,0,-1,0,1
"2598",2,3,2,3,1,0,0,-1,0,0,2
"2599",3,2,3,1,2,0,-1,0,0,-1,3
"2600",2,3,1,2,3,-1,0,0,-1,0,3
"2601",3,1,2,3,3,0,0,-1,0,-1,3
"2602",1,2,3,3,3,0,-1,0,-1,0,2
"2603",2,3,3,3,2,-1,0,-1,0,1,3
"2604",3,3,3,2,3,0,-1,0,1,-1,1
"2605",3,3,2,3,1,-1,0,1,-1,-1,2
"2606",3,2,3,1,2,0,1,-1,-1,-1,1
"2607",2,3,1,2,1,1,-1,-1,-1,1,1
"2608",3,1,2,1,1,-1,-1,-1,1,-1,1
"2609",1,2,1,1,1,-1,-1,1,-1,-1,1
"2610",2,1,1,1,1,-1,1,-1,-1,-1,1
"2611",1,1,1,1,1,1,-1,-1,-1,-1,3
"2612",1,1,1,1,3,-1,-1,-1,-1,1,3
"2613",1,1,1,3,3,-1,-1,-1,1,0,3
"2614",1,1,3,3,3,-1,-1,1,0,0,3
"2615",1,3,3,3,3,-1,1,0,0,-1,2
"2616",3,3,3,3,2,1,0,0,-1,1,3
"2617",3,3,3,2,3,0,0,-1,1,-1,2
"2618",3,3,2,3,2,0,-1,1,-1,1,2
"2619",3,2,3,2,2,-1,1,-1,1,-1,2
"2620",2,3,2,2,2,1,-1,1,-1,1,2
"2621",3,2,2,2,2,-1,1,-1,1,-1,2
"2622",2,2,2,2,2,1,-1,1,-1,1,2
"2623",2,2,2,2,2,-1,1,-1,1,-1,2
"2624",2,2,2,2,2,1,-1,1,-1,1,2
"2625",2,2,2,2,2,-1,1,-1,1,-1,3
"2626",2,2,2,2,3,1,-1,1,-1,-1,3
"2627",2,2,2,3,3,-1,1,-1,-1,-1,3
"2628",2,2,3,3,3,1,-1,-1,-1,0,3
"2629",2,3,3,3,3,-1,-1,-1,0,-1,3
"2630",3,3,3,3,3,-1,-1,0,-1,-1,3
"2631",3,3,3,3,3,-1,0,-1,-1,0,3
"2632",3,3,3,3,3,0,-1,-1,0,0,1
"2633",3,3,3,3,1,-1,-1,0,0,1,1
"2634",3,3,3,1,1,-1,0,0,1,1,2
"2635",3,3,1,1,2,0,0,1,1,0,3
"2636",3,1,1,2,3,0,1,1,0,0,1
"2637",1,1,2,3,1,1,1,0,0,1,2
"2638",1,2,3,1,2,1,0,0,1,-1,3
"2639",2,3,1,2,3,0,0,1,-1,0,1
"2640",3,1,2,3,1,0,1,-1,0,-1,2
"2641",1,2,3,1,2,1,-1,0,-1,-1,3
"2642",2,3,1,2,3,-1,0,-1,-1,0,2
"2643",3,1,2,3,2,0,-1,-1,0,1,3
"2644",1,2,3,2,3,-1,-1,0,1,0,1
"2645",2,3,2,3,1,-1,0,1,0,0,1
"2646",3,2,3,1,1,0,1,0,0,1,1
"2647",2,3,1,1,1,1,0,0,1,-1,1
"2648",3,1,1,1,1,0,0,1,-1,1,1
"2649",1,1,1,1,1,0,1,-1,1,-1,1
"2650",1,1,1,1,1,1,-1,1,-1,-1,1
"2651",1,1,1,1,1,-1,1,-1,-1,-1,1
"2652",1,1,1,1,1,1,-1,-1,-1,-1,2
"2653",1,1,1,1,2,-1,-1,-1,-1,0,1
"2654",1,1,1,2,1,-1,-1,-1,0,1,1
"2655",1,1,2,1,1,-1,-1,0,1,-1,1
"2656",1,2,1,1,1,-1,0,1,-1,1,1
"2657",2,1,1,1,1,0,1,-1,1,-1,1
"2658",1,1,1,1,1,1,-1,1,-1,-1,1
"2659",1,1,1,1,1,-1,1,-1,-1,-1,2
"2660",1,1,1,1,2,1,-1,-1,-1,0,1
"2661",1,1,1,2,1,-1,-1,-1,0,1,3
"2662",1,1,2,1,3,-1,-1,0,1,1,2
"2663",1,2,1,3,2,-1,0,1,1,-1,3
"2664",2,1,3,2,3,0,1,1,-1,-1,1
"2665",1,3,2,3,1,1,1,-1,-1,-1,1
"2666",3,2,3,1,1,1,-1,-1,-1,1,2
"2667",2,3,1,1,2,-1,-1,-1,1,0,1
"2668",3,1,1,2,1,-1,-1,1,0,1,3
"2669",1,1,2,1,3,-1,1,0,1,1,2
"2670",1,2,1,3,2,1,0,1,1,-1,3
"2671",2,1,3,2,3,0,1,1,-1,-1,2
"2672",1,3,2,3,2,1,1,-1,-1,0,3
"2673",3,2,3,2,3,1,-1,-1,0,-1,1
"2674",2,3,2,3,1,-1,-1,0,-1,0,2
"2675",3,2,3,1,2,-1,0,-1,0,-1,1
"2676",2,3,1,2,1,0,-1,0,-1,1,1
"2677",3,1,2,1,1,-1,0,-1,1,-1,1
"2678",1,2,1,1,1,0,-1,1,-1,1,1
"2679",2,1,1,1,1,-1,1,-1,1,-1,2
"2680",1,1,1,1,2,1,-1,1,-1,0,3
"2681",1,1,1,2,3,-1,1,-1,0,0,2
"2682",1,1,2,3,2,1,-1,0,0,-1,3
"2683",1,2,3,2,3,-1,0,0,-1,-1,1
"2684",2,3,2,3,1,0,0,-1,-1,1,2
"2685",3,2,3,1,2,0,-1,-1,1,-1,3
"2686",2,3,1,2,3,-1,-1,1,-1,0,2
"2687",3,1,2,3,2,-1,1,-1,0,0,3
"2688",1,2,3,2,3,1,-1,0,0,0,1
"2689",2,3,2,3,1,-1,0,0,0,0,2
"2690",3,2,3,1,2,0,0,0,0,-1,3
"2691",2,3,1,2,3,0,0,0,-1,0,1
"2692",3,1,2,3,1,0,0,-1,0,-1,2
"2693",1,2,3,1,2,0,-1,0,-1,-1,3
"2694",2,3,1,2,3,-1,0,-1,-1,0,2
"2695",3,1,2,3,2,0,-1,-1,0,1,3
"2696",1,2,3,2,3,-1,-1,0,1,0,1
"2697",2,3,2,3,1,-1,0,1,0,0,2
"2698",3,2,3,1,2,0,1,0,0,-1,3
"2699",2,3,1,2,3,1,0,0,-1,0,2
"2700",3,1,2,3,2,0,0,-1,0,0,3
"2701",1,2,3,2,3,0,-1,0,0,0,1
"2702",2,3,2,3,1,-1,0,0,0,0,2
"2703",3,2,3,1,2,0,0,0,0,-1,3
"2704",2,3,1,2,3,0,0,0,-1,0,2
"2705",3,1,2,3,2,0,0,-1,0,0,3
"2706",1,2,3,2,3,0,-1,0,0,0,1
"2707",2,3,2,3,1,-1,0,0,0,0,2
"2708",3,2,3,1,2,0,0,0,0,-1,3
"2709",2,3,1,2,3,0,0,0,-1,0,2
"2710",3,1,2,3,2,0,0,-1,0,0,3
"2711",1,2,3,2,3,0,-1,0,0,0,1
"2712",2,3,2,3,1,-1,0,0,0,0,2
"2713",3,2,3,1,2,0,0,0,0,-1,3
"2714",2,3,1,2,3,0,0,0,-1,0,2
"2715",3,1,2,3,2,0,0,-1,0,0,3
"2716",1,2,3,2,3,0,-1,0,0,0,1
"2717",2,3,2,3,1,-1,0,0,0,0,2
"2718",3,2,3,1,2,0,0,0,0,-1,3
"2719",2,3,1,2,3,0,0,0,-1,0,2
"2720",3,1,2,3,2,0,0,-1,0,0,3
"2721",1,2,3,2,3,0,-1,0,0,0,1
"2722",2,3,2,3,1,-1,0,0,0,0,3
"2723",3,2,3,1,3,0,0,0,0,0,2
"2724",2,3,1,3,2,0,0,0,0,-1,3
"2725",3,1,3,2,3,0,0,0,-1,-1,3
"2726",1,3,2,3,3,0,0,-1,-1,0,3
"2727",3,2,3,3,3,0,-1,-1,0,-1,3
"2728",2,3,3,3,3,-1,-1,0,-1,0,2
"2729",3,3,3,3,2,-1,0,-1,0,1,2
"2730",3,3,3,2,2,0,-1,0,1,-1,2
"2731",3,3,2,2,2,-1,0,1,-1,1,3
"2732",3,2,2,2,3,0,1,-1,1,0,2
"2733",2,2,2,3,2,1,-1,1,0,0,3
"2734",2,2,3,2,3,-1,1,0,0,-1,2
"2735",2,3,2,3,2,1,0,0,-1,0,3
"2736",3,2,3,2,3,0,0,-1,0,-1,3
"2737",2,3,2,3,3,0,-1,0,-1,0,3
"2738",3,2,3,3,3,-1,0,-1,0,-1,1
"2739",2,3,3,3,1,0,-1,0,-1,1,1
"2740",3,3,3,1,1,-1,0,-1,1,1,1
"2741",3,3,1,1,1,0,-1,1,1,-1,2
"2742",3,1,1,1,2,-1,1,1,-1,0,2
"2743",1,1,1,2,2,1,1,-1,0,-1,3
"2744",1,1,2,2,3,1,-1,0,-1,-1,1
"2745",1,2,2,3,1,-1,0,-1,-1,0,1
"2746",2,2,3,1,1,0,-1,-1,0,1,1
"2747",2,3,1,1,1,-1,-1,0,1,-1,1
"2748",3,1,1,1,1,-1,0,1,-1,-1,1
"2749",1,1,1,1,1,0,1,-1,-1,-1,1
"2750",1,1,1,1,1,1,-1,-1,-1,-1,1
"2751",1,1,1,1,1,-1,-1,-1,-1,-1,2
"2752",1,1,1,1,2,-1,-1,-1,-1,0,1
"2753",1,1,1,2,1,-1,-1,-1,0,1,1
"2754",1,1,2,1,1,-1,-1,0,1,-1,1
"2755",1,2,1,1,1,-1,0,1,-1,1,1
"2756",2,1,1,1,1,0,1,-1,1,-1,1
"2757",1,1,1,1,1,1,-1,1,-1,-1,2
"2758",1,1,1,1,2,-1,1,-1,-1,0,1
